;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
0;2011;3001;Halden;;;;;;;;;;;;;;;;;;;
1;2013;3001;Halden;;;;;;;;;;;;;;;;;;;
2;2014;3001;Halden;;;;;;;;;;;;;;;;;;;
3;2015;3001;Halden;;;;;;;;;;;;;;;;;;;
4;2016;3001;Halden;;;;;;;;;;;;;;;;;;;
5;2017;3001;Halden;;;;;;;;;;;;;;;;;;;
6;2018;3001;Halden;;;;;;;;;;;;;;;;;;;
7;2019;3001;Halden;;;;;;;;;;;;;;;;;;;
8;2020;3001;Halden;0.0149;0.0028;0.0039;0.0045;0.0005;0.0003;0.0003;0.0175;0.0;0.0012;0.0025;0.0958;0.7375;0.005;0.0332;0.0046;0.0;0.0753;0.0
9;2011;3002;Moss;;;;;;;;;;;;;;;;;;;
10;2013;3002;Moss;;;;;;;;;;;;;;;;;;;
11;2014;3002;Moss;;;;;;;;;;;;;;;;;;;
12;2015;3002;Moss;;;;;;;;;;;;;;;;;;;
13;2016;3002;Moss;;;;;;;;;;;;;;;;;;;
14;2017;3002;Moss;;;;;;;;;;;;;;;;;;;
15;2018;3002;Moss;;;;;;;;;;;;;;;;;;;
16;2019;3002;Moss;;;;;;;;;;;;;;;;;;;
17;2020;3002;Moss;0.0754;0.0134;0.0118;0.0266;0.0023;0.0015;0.0009;0.0562;0.0018;0.0108;0.0099;0.243;0.4354;0.0319;0.002;0.0036;0.0;0.0733;0.0
18;2011;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
19;2013;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
20;2014;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
21;2015;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
22;2016;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
23;2017;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
24;2018;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
25;2019;3003;Sarpsborg;;;;;;;;;;;;;;;;;;;
26;2020;3003;Sarpsborg;0.0344;0.0072;0.0086;0.0101;0.0012;0.0007;0.0005;0.0302;0.0;0.0046;0.0035;0.1925;0.5922;0.0206;0.0063;0.0049;0.0;0.0825;0.0
27;2011;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
28;2013;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
29;2014;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
30;2015;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
31;2016;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
32;2017;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
33;2018;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
34;2019;3004;Fredrikstad;;;;;;;;;;;;;;;;;;;
35;2020;3004;Fredrikstad;0.0681;0.0177;0.0105;0.0206;0.0021;0.0013;0.0009;0.0407;0.0009;0.0097;0.0085;0.2307;0.4668;0.0295;0.0013;0.0615;0.0;0.0294;0.0
36;2011;3005;Drammen;;;;;;;;;;;;;;;;;;;
37;2013;3005;Drammen;;;;;;;;;;;;;;;;;;;
38;2014;3005;Drammen;;;;;;;;;;;;;;;;;;;
39;2015;3005;Drammen;;;;;;;;;;;;;;;;;;;
40;2016;3005;Drammen;;;;;;;;;;;;;;;;;;;
41;2017;3005;Drammen;;;;;;;;;;;;;;;;;;;
42;2018;3005;Drammen;;;;;;;;;;;;;;;;;;;
43;2019;3005;Drammen;;;;;;;;;;;;;;;;;;;
44;2020;3005;Drammen;0.0574;0.0037;0.004;0.0145;0.002;0.0009;0.0007;0.0365;0.0;0.0107;0.0082;0.0819;0.7101;0.0084;0.0157;0.0037;0.0;0.0415;0.0
45;2011;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
46;2013;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
47;2014;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
48;2015;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
49;2016;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
50;2017;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
51;2018;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
52;2019;3006;Kongsberg;;;;;;;;;;;;;;;;;;;
53;2020;3006;Kongsberg;0.0097;0.0028;0.003;0.0027;0.0005;1e-04;0.0002;0.0146;0.0004;0.0023;0.0017;0.0506;0.7776;0.0196;0.0405;0.0238;0.0;0.05;0.0
54;2011;3007;Ringerike;;;;;;;;;;;;;;;;;;;
55;2013;3007;Ringerike;;;;;;;;;;;;;;;;;;;
56;2014;3007;Ringerike;;;;;;;;;;;;;;;;;;;
57;2015;3007;Ringerike;;;;;;;;;;;;;;;;;;;
58;2016;3007;Ringerike;;;;;;;;;;;;;;;;;;;
59;2017;3007;Ringerike;;;;;;;;;;;;;;;;;;;
60;2018;3007;Ringerike;;;;;;;;;;;;;;;;;;;
61;2019;3007;Ringerike;;;;;;;;;;;;;;;;;;;
62;2020;3007;Ringerike;0.0071;0.0025;0.0027;0.0032;0.0002;0.0002;1e-04;0.0137;0.0002;0.0008;0.0014;0.0498;0.7659;0.0311;0.0327;0.0021;0.0;0.0863;0.0
63;2011;3011;Hvaler;;;;;;;;;;;;;;;;;;;
64;2013;3011;Hvaler;;;;;;;;;;;;;;;;;;;
65;2014;3011;Hvaler;;;;;;;;;;;;;;;;;;;
66;2015;3011;Hvaler;;;;;;;;;;;;;;;;;;;
67;2016;3011;Hvaler;;;;;;;;;;;;;;;;;;;
68;2017;3011;Hvaler;;;;;;;;;;;;;;;;;;;
69;2018;3011;Hvaler;;;;;;;;;;;;;;;;;;;
70;2019;3011;Hvaler;;;;;;;;;;;;;;;;;;;
71;2020;3011;Hvaler;0.0257;0.0648;0.0072;0.0038;0.0006;0.0002;0.0003;0.0217;0.0;0.0032;0.0022;0.0529;0.3577;0.066;0.002;0.3894;0.0;0.0023;0.0
72;2011;3012;Aremark;;;;;;;;;;;;;;;;;;;
73;2013;3012;Aremark;;;;;;;;;;;;;;;;;;;
74;2014;3012;Aremark;;;;;;;;;;;;;;;;;;;
75;2015;3012;Aremark;;;;;;;;;;;;;;;;;;;
76;2016;3012;Aremark;;;;;;;;;;;;;;;;;;;
77;2017;3012;Aremark;;;;;;;;;;;;;;;;;;;
78;2018;3012;Aremark;;;;;;;;;;;;;;;;;;;
79;2019;3012;Aremark;;;;;;;;;;;;;;;;;;;
80;2020;3012;Aremark;0.002;0.0023;0.0025;0.0009;1e-04;0.0;1e-04;0.0105;0.0;0.0005;0.0004;0.0654;0.7575;0.0034;0.0334;0.0003;0.0;0.1208;0.0
81;2011;3013;Marker;;;;;;;;;;;;;;;;;;;
82;2013;3013;Marker;;;;;;;;;;;;;;;;;;;
83;2014;3013;Marker;;;;;;;;;;;;;;;;;;;
84;2015;3013;Marker;;;;;;;;;;;;;;;;;;;
85;2016;3013;Marker;;;;;;;;;;;;;;;;;;;
86;2017;3013;Marker;;;;;;;;;;;;;;;;;;;
87;2018;3013;Marker;;;;;;;;;;;;;;;;;;;
88;2019;3013;Marker;;;;;;;;;;;;;;;;;;;
89;2020;3013;Marker;0.0033;0.0014;0.004;0.0011;1e-04;0.0;1e-04;0.0128;0.0;0.0003;0.0008;0.0969;0.7281;0.0048;0.0347;1e-04;0.0;0.1113;0.0
90;2011;3014;Indre;;;;;;;;;;;;;;;;;;;
91;2013;3014;Indre;;;;;;;;;;;;;;;;;;;
92;2014;3014;Indre;;;;;;;;;;;;;;;;;;;
93;2015;3014;Indre;;;;;;;;;;;;;;;;;;;
94;2016;3014;Indre;;;;;;;;;;;;;;;;;;;
95;2017;3014;Indre;;;;;;;;;;;;;;;;;;;
96;2018;3014;Indre;;;;;;;;;;;;;;;;;;;
97;2019;3014;Indre;;;;;;;;;;;;;;;;;;;
98;2020;3014;Indre;0.0167;0.0018;0.0108;0.0054;0.0006;0.0003;0.0003;0.0215;0.0;0.0031;0.0027;0.2976;0.5665;0.0118;0.0123;0.0002;0.0;0.0484;0.0
99;2011;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
100;2013;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
101;2014;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
102;2015;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
103;2016;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
104;2017;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
105;2018;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
106;2019;3015;Skiptvet;;;;;;;;;;;;;;;;;;;
107;2020;3015;Skiptvet;0.0129;0.0041;0.0131;0.0019;0.0005;0.0003;0.0002;0.0184;0.0;0.001;0.0024;0.322;0.5316;0.0079;0.003;1e-04;0.0;0.0807;0.0
108;2011;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
109;2013;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
110;2014;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
111;2015;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
112;2016;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
113;2017;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
114;2018;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
115;2019;3016;Rakkestad;;;;;;;;;;;;;;;;;;;
116;2020;3016;Rakkestad;0.0068;0.0007;0.0081;0.0026;0.0002;1e-04;0.0002;0.0153;0.0;0.0017;0.0016;0.2519;0.6444;0.008;0.0251;1e-04;0.0;0.0335;0.0
117;2011;3017;Råde;;;;;;;;;;;;;;;;;;;
118;2013;3017;Råde;;;;;;;;;;;;;;;;;;;
119;2014;3017;Råde;;;;;;;;;;;;;;;;;;;
120;2015;3017;Råde;;;;;;;;;;;;;;;;;;;
121;2016;3017;Råde;;;;;;;;;;;;;;;;;;;
122;2017;3017;Råde;;;;;;;;;;;;;;;;;;;
123;2018;3017;Råde;;;;;;;;;;;;;;;;;;;
124;2019;3017;Råde;;;;;;;;;;;;;;;;;;;
125;2020;3017;Råde;0.0225;0.0099;0.0132;0.0108;0.0007;0.0003;0.0003;0.0339;0.0019;0.0018;0.0029;0.2968;0.4483;0.0305;0.0042;0.0104;0.0;0.1117;0.0
126;2011;3018;Våler;;;;;;;;;;;;;;;;;;;
127;2013;3018;Våler;;;;;;;;;;;;;;;;;;;
128;2014;3018;Våler;;;;;;;;;;;;;;;;;;;
129;2015;3018;Våler;;;;;;;;;;;;;;;;;;;
130;2016;3018;Våler;;;;;;;;;;;;;;;;;;;
131;2017;3018;Våler;;;;;;;;;;;;;;;;;;;
132;2018;3018;Våler;;;;;;;;;;;;;;;;;;;
133;2019;3018;Våler;;;;;;;;;;;;;;;;;;;
134;2020;3018;Våler;0.0075;0.0016;0.0055;0.0011;0.0003;1e-04;1e-04;0.013;0.0;0.0011;0.0013;0.1359;0.7447;0.0087;0.0088;1e-04;0.0;0.0701;0.0
135;2011;3019;Vestby;;;;;;;;;;;;;;;;;;;
136;2013;3019;Vestby;;;;;;;;;;;;;;;;;;;
137;2014;3019;Vestby;;;;;;;;;;;;;;;;;;;
138;2015;3019;Vestby;;;;;;;;;;;;;;;;;;;
139;2016;3019;Vestby;;;;;;;;;;;;;;;;;;;
140;2017;3019;Vestby;;;;;;;;;;;;;;;;;;;
141;2018;3019;Vestby;;;;;;;;;;;;;;;;;;;
142;2019;3019;Vestby;;;;;;;;;;;;;;;;;;;
143;2020;3019;Vestby;0.0317;0.0152;0.0101;0.0186;0.0015;0.0004;0.0002;0.038;0.0;0.0051;0.0052;0.2603;0.5783;0.0277;0.0009;0.0016;0.0;0.0052;0.0
144;2011;3020;Nordre;;;;;;;;;;;;;;;;;;;
145;2013;3020;Nordre;;;;;;;;;;;;;;;;;;;
146;2014;3020;Nordre;;;;;;;;;;;;;;;;;;;
147;2015;3020;Nordre;;;;;;;;;;;;;;;;;;;
148;2016;3020;Nordre;;;;;;;;;;;;;;;;;;;
149;2017;3020;Nordre;;;;;;;;;;;;;;;;;;;
150;2018;3020;Nordre;;;;;;;;;;;;;;;;;;;
151;2019;3020;Nordre;;;;;;;;;;;;;;;;;;;
152;2020;3020;Nordre;0.0582;0.0025;0.0073;0.013;0.0023;0.0007;0.0005;0.0393;0.0003;0.0089;0.007;0.1918;0.6109;0.0168;0.0054;0.0003;0.0;0.0346;0.0
153;2011;3021;Ås;;;;;;;;;;;;;;;;;;;
154;2013;3021;Ås;;;;;;;;;;;;;;;;;;;
155;2014;3021;Ås;;;;;;;;;;;;;;;;;;;
156;2015;3021;Ås;;;;;;;;;;;;;;;;;;;
157;2016;3021;Ås;;;;;;;;;;;;;;;;;;;
158;2017;3021;Ås;;;;;;;;;;;;;;;;;;;
159;2018;3021;Ås;;;;;;;;;;;;;;;;;;;
160;2019;3021;Ås;;;;;;;;;;;;;;;;;;;
161;2020;3021;Ås;0.0454;0.0056;0.0134;0.0127;0.0053;0.0009;0.0006;0.0426;1e-04;0.0055;0.0077;0.3669;0.4472;0.0231;0.0029;0.0003;0.0;0.0201;0.0
162;2011;3022;Frogn;;;;;;;;;;;;;;;;;;;
163;2013;3022;Frogn;;;;;;;;;;;;;;;;;;;
164;2014;3022;Frogn;;;;;;;;;;;;;;;;;;;
165;2015;3022;Frogn;;;;;;;;;;;;;;;;;;;
166;2016;3022;Frogn;;;;;;;;;;;;;;;;;;;
167;2017;3022;Frogn;;;;;;;;;;;;;;;;;;;
168;2018;3022;Frogn;;;;;;;;;;;;;;;;;;;
169;2019;3022;Frogn;;;;;;;;;;;;;;;;;;;
170;2020;3022;Frogn;0.0417;0.0481;0.0084;0.0049;0.0013;0.0005;0.0006;0.0368;0.0013;0.0082;0.006;0.1784;0.633;0.0144;0.0015;0.0015;0.0;0.0137;0.0
171;2011;3023;Nesodden;;;;;;;;;;;;;;;;;;;
172;2013;3023;Nesodden;;;;;;;;;;;;;;;;;;;
173;2014;3023;Nesodden;;;;;;;;;;;;;;;;;;;
174;2015;3023;Nesodden;;;;;;;;;;;;;;;;;;;
175;2016;3023;Nesodden;;;;;;;;;;;;;;;;;;;
176;2017;3023;Nesodden;;;;;;;;;;;;;;;;;;;
177;2018;3023;Nesodden;;;;;;;;;;;;;;;;;;;
178;2019;3023;Nesodden;;;;;;;;;;;;;;;;;;;
179;2020;3023;Nesodden;0.0922;0.0275;0.0075;0.0086;0.0028;0.0015;0.001;0.042;0.0002;0.0039;0.0101;0.0823;0.6864;0.0135;0.0041;0.0034;0.0;0.0132;0.0
180;2011;3024;Bærum;;;;;;;;;;;;;;;;;;;
181;2013;3024;Bærum;;;;;;;;;;;;;;;;;;;
182;2014;3024;Bærum;;;;;;;;;;;;;;;;;;;
183;2015;3024;Bærum;;;;;;;;;;;;;;;;;;;
184;2016;3024;Bærum;;;;;;;;;;;;;;;;;;;
185;2017;3024;Bærum;;;;;;;;;;;;;;;;;;;
186;2018;3024;Bærum;;;;;;;;;;;;;;;;;;;
187;2019;3024;Bærum;;;;;;;;;;;;;;;;;;;
188;2020;3024;Bærum;0.1186;0.0043;0.0056;0.0163;0.0055;0.0019;0.0009;0.0529;0.0011;0.0231;0.0132;0.0747;0.6255;0.0281;0.0041;0.0022;0.0;0.0218;0.0
189;2011;3025;Asker;;;;;;;;;;;;;;;;;;;
190;2013;3025;Asker;;;;;;;;;;;;;;;;;;;
191;2014;3025;Asker;;;;;;;;;;;;;;;;;;;
192;2015;3025;Asker;;;;;;;;;;;;;;;;;;;
193;2016;3025;Asker;;;;;;;;;;;;;;;;;;;
194;2017;3025;Asker;;;;;;;;;;;;;;;;;;;
195;2018;3025;Asker;;;;;;;;;;;;;;;;;;;
196;2019;3025;Asker;;;;;;;;;;;;;;;;;;;
197;2020;3025;Asker;0.0661;0.012;0.0063;0.011;0.0024;0.0011;0.0005;0.0368;1e-04;0.0071;0.0106;0.1079;0.6758;0.0149;0.0046;0.007;0.0;0.0357;0.0
198;2011;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
199;2013;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
200;2014;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
201;2015;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
202;2016;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
203;2017;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
204;2018;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
205;2019;3026;Aurskog-Høland;;;;;;;;;;;;;;;;;;;
206;2020;3026;Aurskog-Høland;0.0064;0.0013;0.0033;0.0016;0.0002;1e-04;1e-04;0.0119;0.0;0.001;0.001;0.0909;0.7491;0.0042;0.0469;0.0;0.0;0.082;0.0
207;2011;3027;Rælingen;;;;;;;;;;;;;;;;;;;
208;2013;3027;Rælingen;;;;;;;;;;;;;;;;;;;
209;2014;3027;Rælingen;;;;;;;;;;;;;;;;;;;
210;2015;3027;Rælingen;;;;;;;;;;;;;;;;;;;
211;2016;3027;Rælingen;;;;;;;;;;;;;;;;;;;
212;2017;3027;Rælingen;;;;;;;;;;;;;;;;;;;
213;2018;3027;Rælingen;;;;;;;;;;;;;;;;;;;
214;2019;3027;Rælingen;;;;;;;;;;;;;;;;;;;
215;2020;3027;Rælingen;0.0456;0.0018;0.0022;0.0025;0.002;0.0004;0.0003;0.0225;0.0007;0.0056;0.0067;0.0873;0.5908;0.0113;0.0088;1e-04;0.0;0.2114;0.0
216;2011;3028;Enebakk;;;;;;;;;;;;;;;;;;;
217;2013;3028;Enebakk;;;;;;;;;;;;;;;;;;;
218;2014;3028;Enebakk;;;;;;;;;;;;;;;;;;;
219;2015;3028;Enebakk;;;;;;;;;;;;;;;;;;;
220;2016;3028;Enebakk;;;;;;;;;;;;;;;;;;;
221;2017;3028;Enebakk;;;;;;;;;;;;;;;;;;;
222;2018;3028;Enebakk;;;;;;;;;;;;;;;;;;;
223;2019;3028;Enebakk;;;;;;;;;;;;;;;;;;;
224;2020;3028;Enebakk;0.0137;0.0044;0.0046;0.0036;0.0004;1e-04;1e-04;0.0138;0.0;0.0028;0.0026;0.1306;0.6454;0.0068;0.0092;0.0004;0.0;0.1614;0.0
225;2011;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
226;2013;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
227;2014;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
228;2015;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
229;2016;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
230;2017;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
231;2018;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
232;2019;3029;Lørenskog;;;;;;;;;;;;;;;;;;;
233;2020;3029;Lørenskog;0.0819;0.0003;0.0043;0.0206;0.0048;0.0028;0.0007;0.0437;0.0004;0.0198;0.0111;0.0833;0.657;0.0166;0.0037;0.0003;0.0;0.0488;0.0
234;2011;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
235;2013;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
236;2014;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
237;2015;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
238;2016;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
239;2017;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
240;2018;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
241;2019;3030;Lillestrøm;;;;;;;;;;;;;;;;;;;
242;2020;3030;Lillestrøm;0.0334;0.0015;0.0075;0.0125;0.0017;0.0006;0.0004;0.0299;0.0007;0.0041;0.004;0.257;0.5137;0.0218;0.0086;0.0004;0.0;0.1024;0.0
243;2011;3031;Nittedal;;;;;;;;;;;;;;;;;;;
244;2013;3031;Nittedal;;;;;;;;;;;;;;;;;;;
245;2014;3031;Nittedal;;;;;;;;;;;;;;;;;;;
246;2015;3031;Nittedal;;;;;;;;;;;;;;;;;;;
247;2016;3031;Nittedal;;;;;;;;;;;;;;;;;;;
248;2017;3031;Nittedal;;;;;;;;;;;;;;;;;;;
249;2018;3031;Nittedal;;;;;;;;;;;;;;;;;;;
250;2019;3031;Nittedal;;;;;;;;;;;;;;;;;;;
251;2020;3031;Nittedal;0.0281;0.0028;0.0043;0.008;0.0014;0.0002;0.0003;0.0226;0.0;0.0104;0.0039;0.0913;0.756;0.0089;0.0216;0.0009;0.0;0.0391;0.0
252;2011;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
253;2013;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
254;2014;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
255;2015;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
256;2016;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
257;2017;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
258;2018;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
259;2019;3032;Gjerdrum;;;;;;;;;;;;;;;;;;;
260;2020;3032;Gjerdrum;0.0232;0.0007;0.0072;0.0018;0.0007;1e-04;0.0002;0.0172;0.0;0.0056;0.0026;0.3151;0.5611;0.0075;0.0429;1e-04;0.0;0.0138;0.0
261;2011;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
262;2013;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
263;2014;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
264;2015;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
265;2016;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
266;2017;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
267;2018;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
268;2019;3033;Ullensaker;;;;;;;;;;;;;;;;;;;
269;2020;3033;Ullensaker;0.0296;0.0004;0.0105;0.0188;0.0015;0.0008;0.0004;0.0731;0.0034;0.0068;0.0061;0.3501;0.4639;0.0182;0.0053;0.0;0.0;0.0112;0.0
270;2011;3034;Nes;;;;;;;;;;;;;;;;;;;
271;2013;3034;Nes;;;;;;;;;;;;;;;;;;;
272;2014;3034;Nes;;;;;;;;;;;;;;;;;;;
273;2015;3034;Nes;;;;;;;;;;;;;;;;;;;
274;2016;3034;Nes;;;;;;;;;;;;;;;;;;;
275;2017;3034;Nes;;;;;;;;;;;;;;;;;;;
276;2018;3034;Nes;;;;;;;;;;;;;;;;;;;
277;2019;3034;Nes;;;;;;;;;;;;;;;;;;;
278;2020;3034;Nes;0.0116;0.001;0.0075;0.0022;0.0004;1e-04;1e-04;0.0152;0.0;0.0025;0.002;0.2209;0.6533;0.0061;0.0314;0.0;0.0;0.0455;0.0
279;2011;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
280;2013;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
281;2014;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
282;2015;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
283;2016;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
284;2017;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
285;2018;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
286;2019;3035;Eidsvoll;;;;;;;;;;;;;;;;;;;
287;2020;3035;Eidsvoll;0.0183;0.0015;0.006;0.0037;0.0005;0.0003;0.0002;0.0208;1e-04;0.0013;0.0021;0.1172;0.6441;0.0094;0.0167;0.0008;0.0;0.157;0.0
288;2011;3036;Nannestad;;;;;;;;;;;;;;;;;;;
289;2013;3036;Nannestad;;;;;;;;;;;;;;;;;;;
290;2014;3036;Nannestad;;;;;;;;;;;;;;;;;;;
291;2015;3036;Nannestad;;;;;;;;;;;;;;;;;;;
292;2016;3036;Nannestad;;;;;;;;;;;;;;;;;;;
293;2017;3036;Nannestad;;;;;;;;;;;;;;;;;;;
294;2018;3036;Nannestad;;;;;;;;;;;;;;;;;;;
295;2019;3036;Nannestad;;;;;;;;;;;;;;;;;;;
296;2020;3036;Nannestad;0.0125;0.0009;0.0058;0.0021;0.0004;1e-04;1e-04;0.0184;0.0;0.0016;0.0014;0.152;0.7125;0.006;0.0338;0.0003;0.0;0.052;0.0
297;2011;3037;Hurdal;;;;;;;;;;;;;;;;;;;
298;2013;3037;Hurdal;;;;;;;;;;;;;;;;;;;
299;2014;3037;Hurdal;;;;;;;;;;;;;;;;;;;
300;2015;3037;Hurdal;;;;;;;;;;;;;;;;;;;
301;2016;3037;Hurdal;;;;;;;;;;;;;;;;;;;
302;2017;3037;Hurdal;;;;;;;;;;;;;;;;;;;
303;2018;3037;Hurdal;;;;;;;;;;;;;;;;;;;
304;2019;3037;Hurdal;;;;;;;;;;;;;;;;;;;
305;2020;3037;Hurdal;0.0048;0.0025;0.0022;0.0009;0.0002;1e-04;1e-04;0.0125;0.0;0.0011;0.001;0.0278;0.8258;0.0029;0.031;0.0004;0.0;0.0865;0.0
306;2011;3038;Hole;;;;;;;;;;;;;;;;;;;
307;2013;3038;Hole;;;;;;;;;;;;;;;;;;;
308;2014;3038;Hole;;;;;;;;;;;;;;;;;;;
309;2015;3038;Hole;;;;;;;;;;;;;;;;;;;
310;2016;3038;Hole;;;;;;;;;;;;;;;;;;;
311;2017;3038;Hole;;;;;;;;;;;;;;;;;;;
312;2018;3038;Hole;;;;;;;;;;;;;;;;;;;
313;2019;3038;Hole;;;;;;;;;;;;;;;;;;;
314;2020;3038;Hole;0.0121;0.0052;0.0052;0.0024;0.0005;0.0003;1e-04;0.016;0.0003;0.0036;0.0018;0.1155;0.514;0.0084;0.0113;0.0027;0.0;0.3005;0.0
315;2011;3039;Flå;;;;;;;;;;;;;;;;;;;
316;2013;3039;Flå;;;;;;;;;;;;;;;;;;;
317;2014;3039;Flå;;;;;;;;;;;;;;;;;;;
318;2015;3039;Flå;;;;;;;;;;;;;;;;;;;
319;2016;3039;Flå;;;;;;;;;;;;;;;;;;;
320;2017;3039;Flå;;;;;;;;;;;;;;;;;;;
321;2018;3039;Flå;;;;;;;;;;;;;;;;;;;
322;2019;3039;Flå;;;;;;;;;;;;;;;;;;;
323;2020;3039;Flå;0.0008;0.0035;0.0009;0.0005;0.0;0.0;0.0;0.0081;0.0;0.0002;0.0003;0.0104;0.6241;0.2262;0.0642;0.0094;0.0;0.0514;0.0
324;2011;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
325;2013;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
326;2014;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
327;2015;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
328;2016;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
329;2017;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
330;2018;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
331;2019;3040;Nesbyen;;;;;;;;;;;;;;;;;;;
332;2020;3040;Nesbyen;0.0018;0.0044;0.0016;0.0009;0.0;0.0;1e-04;0.0085;0.0;0.0019;0.0006;0.0217;0.6476;0.1645;0.0919;0.0039;0.0;0.0505;0.0
333;2011;3041;Gol;;;;;;;;;;;;;;;;;;;
334;2013;3041;Gol;;;;;;;;;;;;;;;;;;;
335;2014;3041;Gol;;;;;;;;;;;;;;;;;;;
336;2015;3041;Gol;;;;;;;;;;;;;;;;;;;
